open_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,return,log_return,price_range,body_size,is_doji,taker_buy_ratio_base,taker_buy_ratio_quote,volume_ratio,sma_5,ema_5,sma_ratio_5,sma_7,ema_7,sma_ratio_7,sma_10,ema_10,sma_ratio_10,sma_20,ema_20,sma_ratio_20,sma_25,ema_25,sma_ratio_25,sma_50,ema_50,sma_ratio_50,macd,macd_signal,macd_diff,rsi_7,rsi_14,rsi_21,bb_high_10,bb_low_10,bb_middle_10,bb_width_10,bb_pos_10,bb_high_20,bb_low_20,bb_middle_20,bb_width_20,bb_pos_20,atr_5,atr_ratio_5,atr_7,atr_ratio_7,atr_10,atr_ratio_10,atr_20,atr_ratio_20,vwap,vwap_dev,obv,obv_change,volatility_7,volatility_14,volatility_21,hour,day_of_week,day_of_month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,return_lag_1,volume_lag_1,price_range_lag_1,close_lag_1,return_lag_2,volume_lag_2,price_range_lag_2,close_lag_2,return_lag_3,volume_lag_3,price_range_lag_3,close_lag_3,return_lag_6,volume_lag_6,price_range_lag_6,close_lag_6,return_lag_12,volume_lag_12,price_range_lag_12,close_lag_12,return_lag_24,volume_lag_24,price_range_lag_24,close_lag_24,return_lag_48,volume_lag_48,price_range_lag_48,close_lag_48,return_ma_3,return_std_3,volume_ma_3,price_range_ma_3,return_ma_6,return_std_6,volume_ma_6,price_range_ma_6,return_ma_12,return_std_12,volume_ma_12,price_range_ma_12,return_ma_24,return_std_24,volume_ma_24,price_range_ma_24,close_future,future_return,target_direction,target_3class
2025-11-14 10:00:00,96839.94,97286.92,96668.73,96752.2,688.27736,66763223.6205106,200884,318.4237,30892212.2498033,0.0,0.0,0.006383626425211938,0.0009060311272394033,False,0.4626386374170052,0.4627130113638308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.27736,0.0,0.0,0.0,0.0,10,4,14,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96167.44,-0.006043893575545924,0,-1
2025-11-14 11:00:00,96752.19,96945.61,95711.0,96167.44,1931.93096,185914070.296657,360557,740.76132,71284033.5974923,-0.006043893575546577,-0.006062231827286278,0.01276053803019728,0.006043790843390104,False,0.38343053418232176,0.3834246299042709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1243.6535999999999,-2.8069076106179054,0.0,0.0,0.0,11,4,14,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.0,688.27736,0.006383626425211938,96752.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95350.75,-0.008492375381937145,0,-1
2025-11-14 12:00:00,96167.45,96167.45,94560.48,95350.75,4859.43942,462960216.2213971,582999,1995.38446,190161696.1730718,-0.008492375381938033,-0.008528641068937392,0.01671012385167574,0.00849247848414315,False,0.41062029743255735,0.4107517007079774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6103.093019999999,3.9073898230182422,0.0,0.0,0.0,12,4,14,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.006043893575546577,1931.93096,0.01276053803019728,96167.44,0.0,688.27736,0.006383626425211938,96752.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493.215913333333,0.011951429435694987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95243.95,-0.0011200750911764376,0,0
2025-11-14 13:00:00,95350.76,95695.83,94571.1,95243.95,3578.96625,340197139.9873906,579071,1660.05087,157813315.1119412,-0.001120075091176509,-0.0011207028440788182,0.011795710909906519,0.0011201798496413293,True,0.4638352960146975,0.4638878360876007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9682.05927,0.5864184337796643,0.0,0.0,0.0,13,4,14,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.008492375381938033,4859.43942,0.01671012385167574,95350.75,-0.006043893575546577,1931.93096,0.01276053803019728,96167.44,0.0,688.27736,0.006383626425211938,96752.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005218781349553707,0.003754771701901834,3456.7788766666667,0.013755457597259846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96542.38,0.013632676931184305,1,1
2025-11-14 14:00:00,95243.95,96801.53,94951.43,96542.38,3587.32924,344256966.1488059,606079,1868.43197,179382262.7312782,0.013632676931185639,0.013540587992895575,0.019424855856984214,0.013632676931184305,False,0.5208420652225363,0.5210708289741326,0.0,96011.344,96081.71703703704,0.005530971423438835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.9200000000012,0.013330104354169307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6094.73003,-0.3705130427279444,0.0,0.0,0.0,14,4,14,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.001120075091176509,3578.96625,0.011795710909906519,95243.95,-0.008492375381938033,4859.43942,0.01671012385167574,95350.75,-0.006043893575546577,1931.93096,0.01276053803019728,96167.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001340075486023699,0.01126582179033064,4008.578303333333,0.01597689687285549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96796.14,0.0026284829522533882,1,0
2025-11-14 15:00:00,96542.38,97322.35,95868.4,96796.14,2286.98587,220895016.8241902,529737,1167.12278,112786223.1729194,0.002628482952253597,0.002625034532358639,0.01506022536423756,0.0026284829522533882,False,0.5103323091344227,0.5105874491622673,0.0,96020.132,96319.85802469138,0.008081721862139624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.3260000000032,0.013640275325027082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3807.7441599999997,-0.37523989721329787,0.0,0.0,0.0,15,4,14,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.013632676931185639,3587.32924,0.019424855856984214,96542.38,-0.001120075091176509,3578.96625,0.011795710909906519,95243.95,-0.008492375381938033,4859.43942,0.01671012385167574,95350.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005047028264087576,0.007667981750589471,3151.093786666667,0.015426930710376097,0.0,0.0,2822.1548500000004,0.013689180073035543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97011.22,0.002221989430570057,1,0
2025-11-14 16:00:00,96796.14,97411.11,96271.34,97011.22,1610.29675,156022219.0216408,381325,788.34201,76414357.4814033,0.0022219894305703924,0.0022195244628018434,0.011774953009488668,0.002221989430570057,False,0.4895631876516576,0.4897658677114724,0.0,96188.888,96550.31201646093,0.008549137193372136,96266.29714285713,96491.06611328124,0.007738148025236091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03826782509168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.2148000000034,0.01323779661775072,1289.7600000000032,0.013294957016310796,0.0,0.0,0.0,0.0,0.0,0.0,-2197.4474099999998,-0.4229004582072552,0.0,0.0,0.0,16,4,14,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.002628482952253597,2286.98587,0.01506022536423756,96796.14,0.013632676931185639,3587.32924,0.019424855856984214,96542.38,-0.001120075091176509,3578.96625,0.011795710909906519,95243.95,0.0,688.27736,0.006383626425211938,96752.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006161049771336542,0.006473810204017304,2494.87062,0.015420011410236814,0.0004711342108914181,0.007826466542342798,2975.824748333333,0.014587734503748331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95842.56,-0.012046647800119234,0,-1
2025-11-14 17:00:00,97011.22,97128.45,95600.0,95842.56,1417.43832,136585945.0535767,319666,631.98173,60861910.5817709,-0.012046647800120436,-0.012119796721494346,0.015755394066787734,0.012046647800119234,False,0.4458618911865889,0.44559424147116616,0.0,96287.25,96314.39467764062,-0.004618368475680312,96136.34857142858,96328.93958496093,-0.0030559572503449095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.29418632355393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0618400000021,0.013908871382399041,1323.858571428574,0.013812846520673444,0.0,0.0,0.0,0.0,0.0,0.0,-3614.88573,0.6450385631754438,0.8020246606144149,0.0,0.0,17,4,14,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.0022219894305703924,1610.29675,0.011774953009488668,97011.22,0.002628482952253597,2286.98587,0.01506022536423756,96796.14,0.013632676931185639,3587.32924,0.019424855856984214,96542.38,-0.006043893575546577,1931.93096,0.01276053803019728,96167.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023987251390988154,0.008357817777421535,1771.5736466666667,0.014196857480171321,-0.0005293248265375583,0.009105071799780264,2890.0759749999997,0.015086877176513407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95075.53,-0.008003020787423864,0,-1
2025-11-14 18:00:00,95842.57,96329.58,95000.0,95075.53,1363.43718,130329642.4745918,396694,592.54701,56672887.7500349,-0.008003020787424653,-0.008035216850514296,0.013872541189159086,0.00800312429017636,False,0.43459795485088215,0.4348426549323456,0.0,96253.566,95901.43978509375,-0.012238881622420927,95980.36142857143,96015.5871887207,-0.009427255900205211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.322601299643225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.365472000002,0.014013758030061593,1324.6759183673494,0.013932879662802933,0.0,0.0,0.0,0.0,0.0,0.0,-4978.32291,0.37717296806502376,0.8216367723732041,0.0,0.0,18,4,14,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.012046647800120436,1417.43832,0.015755394066787734,95842.56,0.0022219894305703924,1610.29675,0.011774953009488668,97011.22,0.002628482952253597,2286.98587,0.01506022536423756,96796.14,-0.008492375381938033,4859.43942,0.01671012385167574,95350.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005942559718991565,0.00735408913232362,1463.7240833333333,0.013800962755145163,-0.0004477657274519949,0.009021282705290012,2307.408935,0.014613946732760633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95778.29,0.007391596975582685,1,1
2025-11-14 19:00:00,95075.53,95920.0,94800.55,95778.29,1214.47277,115811840.2282792,360187,638.56645,60916998.6728172,0.007391596975583559,0.007364412995818976,0.011774323004035627,0.007391596975582685,False,0.5257972560346018,0.5259997471134419,0.0,96100.74799999999,95860.38985672918,-0.003355416130683575,96041.43857142856,95956.26289154052,-0.002739948248930313,96056.046,96064.21980928513,-0.0028916035124949557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.991570011817544,0.0,0.0,97387.92210961982,94724.16989038019,96056.046,0.02773122911221383,0.3957275387711356,0.0,0.0,0.0,0.0,0.0,1289.782377600001,0.013466333316243863,1295.3579300291563,0.013524546429352843,1300.5800000000017,0.013579068910082506,0.0,0.0,0.0,0.0,-3763.8501399999996,-0.24395218871007307,0.8191502653654528,0.0,0.0,19,4,14,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.008003020787424653,1363.43718,0.013872541189159086,95075.53,-0.012046647800120436,1417.43832,0.015755394066787734,95842.56,0.0022219894305703924,1610.29675,0.011774953009488668,97011.22,-0.001120075091176509,3578.96625,0.011795710909906519,95243.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004219357203987177,0.010256628226396777,1331.7827566666667,0.013800752753327483,0.0009708462836746831,0.009548262205494143,1913.3266883333333,0.014610382081782149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94377.47,-0.014625652640069544,0,-1
